year,area,age_group,professional_type,modality,n_consultations
2021,Vega Alta del Segura,60-64,Pediatrician,Remote,0
2021,Vega Alta del Segura,65-69,GP,Home,20
2021,Vega Alta del Segura,65-69,GP,Home,24
2021,Vega Alta del Segura,65-69,GP,In-person,4436
2021,Vega Alta del Segura,65-69,GP,In-person,5751
2021,Vega Alta del Segura,65-69,GP,Remote,4206
2021,Vega Alta del Segura,65-69,GP,Remote,5916
2021,Vega Alta del Segura,65-69,Nurse,Home,324
2021,Vega Alta del Segura,65-69,Nurse,Home,331
2021,Vega Alta del Segura,65-69,Nurse,In-person,2043
2021,Vega Alta del Segura,65-69,Nurse,In-person,1908
2021,Vega Alta del Segura,65-69,Nurse,Remote,85
2021,Vega Alta del Segura,65-69,Nurse,Remote,120
2021,Vega Alta del Segura,65-69,Pediatrician,Home,0
2021,Vega Alta del Segura,65-69,Pediatrician,In-person,0
2021,Vega Alta del Segura,65-69,Pediatrician,Remote,0
2021,Vega Alta del Segura,70-74,GP,Home,26
2021,Vega Alta del Segura,70-74,GP,Home,30
2021,Vega Alta del Segura,70-74,GP,In-person,4197
2021,Vega Alta del Segura,70-74,GP,In-person,6222
2021,Vega Alta del Segura,70-74,GP,Remote,3715
2021,Vega Alta del Segura,70-74,GP,Remote,6009
2021,Vega Alta del Segura,70-74,Nurse,Home,660
2021,Vega Alta del Segura,70-74,Nurse,Home,565
2021,Vega Alta del Segura,70-74,Nurse,In-person,1648
2021,Vega Alta del Segura,70-74,Nurse,In-person,1913
2021,Vega Alta del Segura,70-74,Nurse,Remote,84
2021,Vega Alta del Segura,70-74,Nurse,Remote,93
2021,Vega Alta del Segura,70-74,Pediatrician,Home,0
2021,Vega Alta del Segura,70-74,Pediatrician,In-person,0
2021,Vega Alta del Segura,70-74,Pediatrician,Remote,0
2021,Vega Alta del Segura,75-79,GP,Home,26
2021,Vega Alta del Segura,75-79,GP,Home,44
2021,Vega Alta del Segura,75-79,GP,In-person,3935
2021,Vega Alta del Segura,75-79,GP,In-person,6114
2021,Vega Alta del Segura,75-79,GP,Remote,3538
2021,Vega Alta del Segura,75-79,GP,Remote,5742
2021,Vega Alta del Segura,75-79,Nurse,Home,700
2021,Vega Alta del Segura,75-79,Nurse,Home,1036
2021,Vega Alta del Segura,75-79,Nurse,In-person,1779
2021,Vega Alta del Segura,75-79,Nurse,In-person,1899
2021,Vega Alta del Segura,75-79,Nurse,Remote,72
2021,Vega Alta del Segura,75-79,Nurse,Remote,131
2021,Vega Alta del Segura,75-79,Pediatrician,Home,0
2021,Vega Alta del Segura,75-79,Pediatrician,In-person,0
2021,Vega Alta del Segura,75-79,Pediatrician,Remote,0
2021,Vega Alta del Segura,80-84,GP,Home,42
2021,Vega Alta del Segura,80-84,GP,Home,59
2021,Vega Alta del Segura,80-84,GP,In-person,3316
2021,Vega Alta del Segura,80-84,GP,In-person,5036
2021,Vega Alta del Segura,80-84,GP,Remote,2889
2021,Vega Alta del Segura,80-84,GP,Remote,5553
2021,Vega Alta del Segura,80-84,Nurse,Home,979
2021,Vega Alta del Segura,80-84,Nurse,Home,1600
2021,Vega Alta del Segura,80-84,Nurse,In-person,1428
2021,Vega Alta del Segura,80-84,Nurse,In-person,1577
2021,Vega Alta del Segura,80-84,Nurse,Remote,86
2021,Vega Alta del Segura,80-84,Nurse,Remote,135
2021,Vega Alta del Segura,80-84,Pediatrician,Home,0
2021,Vega Alta del Segura,80-84,Pediatrician,In-person,0
2021,Vega Alta del Segura,80-84,Pediatrician,Remote,0
2021,Vega Alta del Segura,85-89,GP,Home,55
2021,Vega Alta del Segura,85-89,GP,Home,91
2021,Vega Alta del Segura,85-89,GP,In-person,2729
2021,Vega Alta del Segura,85-89,GP,In-person,3757
2021,Vega Alta del Segura,85-89,GP,Remote,2637
2021,Vega Alta del Segura,85-89,GP,Remote,4391
2021,Vega Alta del Segura,85-89,Nurse,Home,1145
2021,Vega Alta del Segura,85-89,Nurse,Home,2253
2021,Vega Alta del Segura,85-89,Nurse,In-person,977
2021,Vega Alta del Segura,85-89,Nurse,In-person,880
2021,Vega Alta del Segura,85-89,Nurse,Remote,84
2021,Vega Alta del Segura,85-89,Nurse,Remote,151
2021,Vega Alta del Segura,85-89,Pediatrician,Home,0
2021,Vega Alta del Segura,85-89,Pediatrician,In-person,0
2021,Vega Alta del Segura,85-89,Pediatrician,Remote,0
2021,Vega Alta del Segura,90-94,GP,Home,56
2021,Vega Alta del Segura,90-94,GP,Home,118
2021,Vega Alta del Segura,90-94,GP,In-person,1332
2021,Vega Alta del Segura,90-94,GP,In-person,2088
2021,Vega Alta del Segura,90-94,GP,Remote,1482
2021,Vega Alta del Segura,90-94,GP,Remote,3041
2021,Vega Alta del Segura,90-94,Nurse,Home,1127
2021,Vega Alta del Segura,90-94,Nurse,Home,2533
2021,Vega Alta del Segura,90-94,Nurse,In-person,262
2021,Vega Alta del Segura,90-94,Nurse,In-person,394
2021,Vega Alta del Segura,90-94,Nurse,Remote,43
2021,Vega Alta del Segura,90-94,Nurse,Remote,113
2021,Vega Alta del Segura,90-94,Pediatrician,Home,0
2021,Vega Alta del Segura,90-94,Pediatrician,In-person,0
2021,Vega Alta del Segura,90-94,Pediatrician,Remote,0
2021,Vega Alta del Segura,95+,GP,Home,9
2021,Vega Alta del Segura,95+,GP,Home,42
2021,Vega Alta del Segura,95+,GP,In-person,241
2021,Vega Alta del Segura,95+,GP,In-person,636
2021,Vega Alta del Segura,95+,GP,Remote,295
2021,Vega Alta del Segura,95+,GP,Remote,833
2021,Vega Alta del Segura,95+,Nurse,Home,310
2021,Vega Alta del Segura,95+,Nurse,Home,969
2021,Vega Alta del Segura,95+,Nurse,In-person,66
2021,Vega Alta del Segura,95+,Nurse,In-person,105
2021,Vega Alta del Segura,95+,Nurse,Remote,16
2021,Vega Alta del Segura,95+,Nurse,Remote,50
2021,Vega Alta del Segura,95+,Pediatrician,Home,0
2021,Vega Alta del Segura,95+,Pediatrician,In-person,0
2021,Vega Alta del Segura,95+,Pediatrician,Remote,0
2021,Vega Media del Segura,0-4,GP,Home,0
2021,Vega Media del Segura,0-4,GP,Home,0
2021,Vega Media del Segura,0-4,GP,In-person,1346
2021,Vega Media del Segura,0-4,GP,In-person,977
2021,Vega Media del Segura,0-4,GP,Remote,787
2021,Vega Media del Segura,0-4,GP,Remote,693
2021,Vega Media del Segura,0-4,Nurse,Home,4
2021,Vega Media del Segura,0-4,Nurse,Home,1
2021,Vega Media del Segura,0-4,Nurse,In-person,18055
2021,Vega Media del Segura,0-4,Nurse,In-person,16333
2021,Vega Media del Segura,0-4,Nurse,Remote,2330
2021,Vega Media del Segura,0-4,Nurse,Remote,2268
2021,Vega Media del Segura,0-4,Pediatrician,Home,1
2021,Vega Media del Segura,0-4,Pediatrician,Home,0
2021,Vega Media del Segura,0-4,Pediatrician,In-person,36123
2021,Vega Media del Segura,0-4,Pediatrician,In-person,31148
2021,Vega Media del Segura,0-4,Pediatrician,Remote,23492
2021,Vega Media del Segura,0-4,Pediatrician,Remote,20655
2021,Vega Media del Segura,10-14,GP,Home,4
2021,Vega Media del Segura,10-14,GP,Home,4
2021,Vega Media del Segura,10-14,GP,In-person,4314
2021,Vega Media del Segura,10-14,GP,In-person,3205
2021,Vega Media del Segura,10-14,GP,Remote,2490
2021,Vega Media del Segura,10-14,GP,Remote,2597
2021,Vega Media del Segura,10-14,Nurse,Home,96
2021,Vega Media del Segura,10-14,Nurse,Home,80
2021,Vega Media del Segura,10-14,Nurse,In-person,11657
2021,Vega Media del Segura,10-14,Nurse,In-person,10836
2021,Vega Media del Segura,10-14,Nurse,Remote,2262
2021,Vega Media del Segura,10-14,Nurse,Remote,2197
2021,Vega Media del Segura,10-14,Pediatrician,Home,0
2021,Vega Media del Segura,10-14,Pediatrician,Home,0
2021,Vega Media del Segura,10-14,Pediatrician,In-person,15511
2021,Vega Media del Segura,10-14,Pediatrician,In-person,15264
2021,Vega Media del Segura,10-14,Pediatrician,Remote,13004
2021,Vega Media del Segura,10-14,Pediatrician,Remote,13047
2021,Vega Media del Segura,15-19,GP,Home,9
2021,Vega Media del Segura,15-19,GP,Home,7
2021,Vega Media del Segura,15-19,GP,In-person,16224
2021,Vega Media del Segura,15-19,GP,In-person,19213
2021,Vega Media del Segura,15-19,GP,Remote,12281
2021,Vega Media del Segura,15-19,GP,Remote,16860
2021,Vega Media del Segura,15-19,Nurse,Home,28
2021,Vega Media del Segura,15-19,Nurse,Home,28
2021,Vega Media del Segura,15-19,Nurse,In-person,9185
2021,Vega Media del Segura,15-19,Nurse,In-person,8089
2021,Vega Media del Segura,15-19,Nurse,Remote,2047
2021,Vega Media del Segura,15-19,Nurse,Remote,2033
2021,Vega Media del Segura,15-19,Pediatrician,Home,0
2021,Vega Media del Segura,15-19,Pediatrician,In-person,0
2021,Vega Media del Segura,15-19,Pediatrician,Remote,0
2021,Vega Media del Segura,20-24,GP,Home,18
2021,Vega Media del Segura,20-24,GP,Home,8
2021,Vega Media del Segura,20-24,GP,In-person,15753
2021,Vega Media del Segura,20-24,GP,In-person,20840
2021,Vega Media del Segura,20-24,GP,Remote,12499
2021,Vega Media del Segura,20-24,GP,Remote,22681
2021,Vega Media del Segura,20-24,Nurse,Home,46
2021,Vega Media del Segura,20-24,Nurse,Home,15
2021,Vega Media del Segura,20-24,Nurse,In-person,6666
2021,Vega Media del Segura,20-24,Nurse,In-person,7050
2021,Vega Media del Segura,20-24,Nurse,Remote,1445
2021,Vega Media del Segura,20-24,Nurse,Remote,1721
2021,Vega Media del Segura,20-24,Pediatrician,Home,0
2021,Vega Media del Segura,20-24,Pediatrician,In-person,0
2021,Vega Media del Segura,20-24,Pediatrician,Remote,0
2021,Vega Media del Segura,25-29,GP,Home,10
2021,Vega Media del Segura,25-29,GP,Home,24
2021,Vega Media del Segura,25-29,GP,In-person,15421
2021,Vega Media del Segura,25-29,GP,In-person,22222
2021,Vega Media del Segura,25-29,GP,Remote,13941
2021,Vega Media del Segura,25-29,GP,Remote,25768
2021,Vega Media del Segura,25-29,Nurse,Home,113
2021,Vega Media del Segura,25-29,Nurse,Home,43
2021,Vega Media del Segura,25-29,Nurse,In-person,5679
2021,Vega Media del Segura,25-29,Nurse,In-person,6937
2021,Vega Media del Segura,25-29,Nurse,Remote,1303
2021,Vega Media del Segura,25-29,Nurse,Remote,1631
2021,Vega Media del Segura,25-29,Pediatrician,Home,0
2021,Vega Media del Segura,25-29,Pediatrician,In-person,0
2021,Vega Media del Segura,25-29,Pediatrician,Remote,0
2021,Vega Media del Segura,30-34,GP,Home,9
2021,Vega Media del Segura,30-34,GP,Home,19
2021,Vega Media del Segura,30-34,GP,In-person,17079
2021,Vega Media del Segura,30-34,GP,In-person,26019
2021,Vega Media del Segura,30-34,GP,Remote,15734
2021,Vega Media del Segura,30-34,GP,Remote,32020
2021,Vega Media del Segura,30-34,Nurse,Home,27
2021,Vega Media del Segura,30-34,Nurse,Home,38
2021,Vega Media del Segura,30-34,Nurse,In-person,6156
2021,Vega Media del Segura,30-34,Nurse,In-person,8270
2021,Vega Media del Segura,30-34,Nurse,Remote,1409
2021,Vega Media del Segura,30-34,Nurse,Remote,1740
2021,Vega Media del Segura,30-34,Pediatrician,Home,0
2021,Vega Media del Segura,30-34,Pediatrician,In-person,0
2021,Vega Media del Segura,30-34,Pediatrician,Remote,0
2021,Vega Media del Segura,35-39,GP,Home,13
2021,Vega Media del Segura,35-39,GP,Home,14
2021,Vega Media del Segura,35-39,GP,In-person,17979
2021,Vega Media del Segura,35-39,GP,In-person,30829
2021,Vega Media del Segura,35-39,GP,Remote,17080
2021,Vega Media del Segura,35-39,GP,Remote,36093
2021,Vega Media del Segura,35-39,Nurse,Home,33
2021,Vega Media del Segura,35-39,Nurse,Home,63
2021,Vega Media del Segura,35-39,Nurse,In-person,6917
2021,Vega Media del Segura,35-39,Nurse,In-person,9989
2021,Vega Media del Segura,35-39,Nurse,Remote,1273
2021,Vega Media del Segura,35-39,Nurse,Remote,1898
2021,Vega Media del Segura,35-39,Pediatrician,Home,0
2021,Vega Media del Segura,35-39,Pediatrician,In-person,0
2021,Vega Media del Segura,35-39,Pediatrician,Remote,0
2021,Vega Media del Segura,40-44,GP,Home,13
2021,Vega Media del Segura,40-44,GP,Home,19
2021,Vega Media del Segura,40-44,GP,In-person,24365
2021,Vega Media del Segura,40-44,GP,In-person,35663
2021,Vega Media del Segura,40-44,GP,Remote,22915
2021,Vega Media del Segura,40-44,GP,Remote,38376
2021,Vega Media del Segura,40-44,Nurse,Home,71
2021,Vega Media del Segura,40-44,Nurse,Home,105
2021,Vega Media del Segura,40-44,Nurse,In-person,9349
2021,Vega Media del Segura,40-44,Nurse,In-person,11523
2021,Vega Media del Segura,40-44,Nurse,Remote,1715
2021,Vega Media del Segura,40-44,Nurse,Remote,2037
2021,Vega Media del Segura,40-44,Pediatrician,Home,0
2021,Vega Media del Segura,40-44,Pediatrician,In-person,0
2021,Vega Media del Segura,40-44,Pediatrician,Remote,0
2021,Vega Media del Segura,45-49,GP,Home,18
2021,Vega Media del Segura,45-49,GP,Home,28
2021,Vega Media del Segura,45-49,GP,In-person,28951
2021,Vega Media del Segura,45-49,GP,In-person,37126
2021,Vega Media del Segura,45-49,GP,Remote,23688
2021,Vega Media del Segura,45-49,GP,Remote,37847
2021,Vega Media del Segura,45-49,Nurse,Home,316
2021,Vega Media del Segura,45-49,Nurse,Home,189
2021,Vega Media del Segura,45-49,Nurse,In-person,10752
2021,Vega Media del Segura,45-49,Nurse,In-person,12738
2021,Vega Media del Segura,45-49,Nurse,Remote,1938
2021,Vega Media del Segura,45-49,Nurse,Remote,2326
2021,Vega Media del Segura,45-49,Pediatrician,Home,0
2021,Vega Media del Segura,45-49,Pediatrician,In-person,0
2021,Vega Media del Segura,45-49,Pediatrician,Remote,0
2021,Vega Media del Segura,5-9,GP,Home,0
2021,Vega Media del Segura,5-9,GP,Home,0
2021,Vega Media del Segura,5-9,GP,In-person,761
2021,Vega Media del Segura,5-9,GP,In-person,762
2021,Vega Media del Segura,5-9,GP,Remote,728
2021,Vega Media del Segura,5-9,GP,Remote,775
2021,Vega Media del Segura,5-9,Nurse,Home,11
2021,Vega Media del Segura,5-9,Nurse,Home,75
2021,Vega Media del Segura,5-9,Nurse,In-person,7279
2021,Vega Media del Segura,5-9,Nurse,In-person,6719
2021,Vega Media del Segura,5-9,Nurse,Remote,1661
2021,Vega Media del Segura,5-9,Nurse,Remote,1626
2021,Vega Media del Segura,5-9,Pediatrician,Home,1
2021,Vega Media del Segura,5-9,Pediatrician,Home,0
2021,Vega Media del Segura,5-9,Pediatrician,In-person,18118
2021,Vega Media del Segura,5-9,Pediatrician,In-person,17657
2021,Vega Media del Segura,5-9,Pediatrician,Remote,14530
2021,Vega Media del Segura,5-9,Pediatrician,Remote,14317
2021,Vega Media del Segura,50-54,GP,Home,31
2021,Vega Media del Segura,50-54,GP,Home,38
2021,Vega Media del Segura,50-54,GP,In-person,27755
2021,Vega Media del Segura,50-54,GP,In-person,39255
2021,Vega Media del Segura,50-54,GP,Remote,23095
2021,Vega Media del Segura,50-54,GP,Remote,34878
2021,Vega Media del Segura,50-54,Nurse,Home,289
2021,Vega Media del Segura,50-54,Nurse,Home,260
2021,Vega Media del Segura,50-54,Nurse,In-person,12291
2021,Vega Media del Segura,50-54,Nurse,In-person,13220
2021,Vega Media del Segura,50-54,Nurse,Remote,1892
2021,Vega Media del Segura,50-54,Nurse,Remote,2241
2021,Vega Media del Segura,50-54,Pediatrician,Home,0
2021,Vega Media del Segura,50-54,Pediatrician,In-person,0
2021,Vega Media del Segura,50-54,Pediatrician,Remote,0
2021,Vega Media del Segura,55-59,GP,Home,26
2021,Vega Media del Segura,55-59,GP,Home,29
2021,Vega Media del Segura,55-59,GP,In-person,27884
2021,Vega Media del Segura,55-59,GP,In-person,38225
2021,Vega Media del Segura,55-59,GP,Remote,21011
2021,Vega Media del Segura,55-59,GP,Remote,31436
2021,Vega Media del Segura,55-59,Nurse,Home,310
2021,Vega Media del Segura,55-59,Nurse,Home,378
2021,Vega Media del Segura,55-59,Nurse,In-person,13590
2021,Vega Media del Segura,55-59,Nurse,In-person,14059
2021,Vega Media del Segura,55-59,Nurse,Remote,1758
2021,Vega Media del Segura,55-59,Nurse,Remote,2143
2021,Vega Media del Segura,55-59,Pediatrician,Home,0
2021,Vega Media del Segura,55-59,Pediatrician,In-person,0
2021,Vega Media del Segura,55-59,Pediatrician,Remote,0
2021,Vega Media del Segura,60-64,GP,Home,44
2021,Vega Media del Segura,60-64,GP,Home,39
2021,Vega Media del Segura,60-64,GP,In-person,26251
2021,Vega Media del Segura,60-64,GP,In-person,34438
2021,Vega Media del Segura,60-64,GP,Remote,18936
2021,Vega Media del Segura,60-64,GP,Remote,25689
2021,Vega Media del Segura,60-64,Nurse,Home,582
2021,Vega Media del Segura,60-64,Nurse,Home,508
2021,Vega Media del Segura,60-64,Nurse,In-person,16036
2021,Vega Media del Segura,60-64,Nurse,In-person,15380
2021,Vega Media del Segura,60-64,Nurse,Remote,1849
2021,Vega Media del Segura,60-64,Nurse,Remote,1884
2021,Vega Media del Segura,60-64,Pediatrician,Home,0
2021,Vega Media del Segura,60-64,Pediatrician,In-person,0
2021,Vega Media del Segura,60-64,Pediatrician,Remote,0
2021,Vega Media del Segura,65-69,GP,Home,57
2021,Vega Media del Segura,65-69,GP,Home,35
2021,Vega Media del Segura,65-69,GP,In-person,20861
2021,Vega Media del Segura,65-69,GP,In-person,27921
2021,Vega Media del Segura,65-69,GP,Remote,14108
2021,Vega Media del Segura,65-69,GP,Remote,19864
2021,Vega Media del Segura,65-69,Nurse,Home,748
2021,Vega Media del Segura,65-69,Nurse,Home,454
2021,Vega Media del Segura,65-69,Nurse,In-person,15745
2021,Vega Media del Segura,65-69,Nurse,In-person,15114
2021,Vega Media del Segura,65-69,Nurse,Remote,1396
2021,Vega Media del Segura,65-69,Nurse,Remote,1439
2021,Vega Media del Segura,65-69,Pediatrician,Home,0
2021,Vega Media del Segura,65-69,Pediatrician,In-person,0
2021,Vega Media del Segura,65-69,Pediatrician,Remote,0
2021,Vega Media del Segura,70-74,GP,Home,81
2021,Vega Media del Segura,70-74,GP,Home,115
2021,Vega Media del Segura,70-74,GP,In-person,19202
2021,Vega Media del Segura,70-74,GP,In-person,28237
2021,Vega Media del Segura,70-74,GP,Remote,11716
2021,Vega Media del Segura,70-74,GP,Remote,18278
2021,Vega Media del Segura,70-74,Nurse,Home,1403
2021,Vega Media del Segura,70-74,Nurse,Home,1795
2021,Vega Media del Segura,70-74,Nurse,In-person,16223
2021,Vega Media del Segura,70-74,Nurse,In-person,16481
2021,Vega Media del Segura,70-74,Nurse,Remote,1436
2021,Vega Media del Segura,70-74,Nurse,Remote,1824
2021,Vega Media del Segura,70-74,Pediatrician,Home,0
2021,Vega Media del Segura,70-74,Pediatrician,In-person,0
2021,Vega Media del Segura,70-74,Pediatrician,Remote,0
2021,Vega Media del Segura,75-79,GP,Home,132
2021,Vega Media del Segura,75-79,GP,Home,179
2021,Vega Media del Segura,75-79,GP,In-person,17520
2021,Vega Media del Segura,75-79,GP,In-person,25427
2021,Vega Media del Segura,75-79,GP,Remote,10419
2021,Vega Media del Segura,75-79,GP,Remote,16019
2021,Vega Media del Segura,75-79,Nurse,Home,1677
2021,Vega Media del Segura,75-79,Nurse,Home,2521
2021,Vega Media del Segura,75-79,Nurse,In-person,14804
2021,Vega Media del Segura,75-79,Nurse,In-person,16463
2021,Vega Media del Segura,75-79,Nurse,Remote,1392
2021,Vega Media del Segura,75-79,Nurse,Remote,1919
2021,Vega Media del Segura,75-79,Pediatrician,Home,0
2021,Vega Media del Segura,75-79,Pediatrician,In-person,0
2021,Vega Media del Segura,75-79,Pediatrician,Remote,0
2021,Vega Media del Segura,80-84,GP,Home,168
2021,Vega Media del Segura,80-84,GP,Home,305
2021,Vega Media del Segura,80-84,GP,In-person,13922
2021,Vega Media del Segura,80-84,GP,In-person,20272
2021,Vega Media del Segura,80-84,GP,Remote,8334
2021,Vega Media del Segura,80-84,GP,Remote,14622
2021,Vega Media del Segura,80-84,Nurse,Home,3030
2021,Vega Media del Segura,80-84,Nurse,Home,4371
2021,Vega Media del Segura,80-84,Nurse,In-person,13044
2021,Vega Media del Segura,80-84,Nurse,In-person,15209
2021,Vega Media del Segura,80-84,Nurse,Remote,1791
2021,Vega Media del Segura,80-84,Nurse,Remote,2462
2021,Vega Media del Segura,80-84,Pediatrician,Home,0
2021,Vega Media del Segura,80-84,Pediatrician,In-person,0
2021,Vega Media del Segura,80-84,Pediatrician,Remote,0
2021,Vega Media del Segura,85-89,GP,Home,260
2021,Vega Media del Segura,85-89,GP,Home,563
2021,Vega Media del Segura,85-89,GP,In-person,10615
2021,Vega Media del Segura,85-89,GP,In-person,16415
2021,Vega Media del Segura,85-89,GP,Remote,7037
2021,Vega Media del Segura,85-89,GP,Remote,13327
2021,Vega Media del Segura,85-89,Nurse,Home,3185
2021,Vega Media del Segura,85-89,Nurse,Home,7791
2021,Vega Media del Segura,85-89,Nurse,In-person,9832
2021,Vega Media del Segura,85-89,Nurse,In-person,12501
2021,Vega Media del Segura,85-89,Nurse,Remote,1562
2021,Vega Media del Segura,85-89,Nurse,Remote,2879
2021,Vega Media del Segura,85-89,Pediatrician,Home,0
2021,Vega Media del Segura,85-89,Pediatrician,In-person,0
2021,Vega Media del Segura,85-89,Pediatrician,Remote,0
2021,Vega Media del Segura,90-94,GP,Home,234
2021,Vega Media del Segura,90-94,GP,Home,488
2021,Vega Media del Segura,90-94,GP,In-person,4620
2021,Vega Media del Segura,90-94,GP,In-person,8356
2021,Vega Media del Segura,90-94,GP,Remote,3596
2021,Vega Media del Segura,90-94,GP,Remote,7602
2021,Vega Media del Segura,90-94,Nurse,Home,3014
2021,Vega Media del Segura,90-94,Nurse,Home,6541
2021,Vega Media del Segura,90-94,Nurse,In-person,4293
2021,Vega Media del Segura,90-94,Nurse,In-person,6169
2021,Vega Media del Segura,90-94,Nurse,Remote,977
2021,Vega Media del Segura,90-94,Nurse,Remote,2116
2021,Vega Media del Segura,90-94,Pediatrician,Home,0
2021,Vega Media del Segura,90-94,Pediatrician,In-person,0
2021,Vega Media del Segura,90-94,Pediatrician,Remote,0
2021,Vega Media del Segura,95+,GP,Home,77
2021,Vega Media del Segura,95+,GP,Home,273
2021,Vega Media del Segura,95+,GP,In-person,1211
2021,Vega Media del Segura,95+,GP,In-person,3050
2021,Vega Media del Segura,95+,GP,Remote,873
2021,Vega Media del Segura,95+,GP,Remote,2561
2021,Vega Media del Segura,95+,Nurse,Home,902
2021,Vega Media del Segura,95+,Nurse,Home,3685
2021,Vega Media del Segura,95+,Nurse,In-person,1086
2021,Vega Media del Segura,95+,Nurse,In-person,2062
2021,Vega Media del Segura,95+,Nurse,Remote,277
2021,Vega Media del Segura,95+,Nurse,Remote,846
2021,Vega Media del Segura,95+,Pediatrician,Home,0
2021,Vega Media del Segura,95+,Pediatrician,In-person,0
2021,Vega Media del Segura,95+,Pediatrician,Remote,0
2022,Altiplano,0-4,GP,Home,0
2022,Altiplano,0-4,GP,Home,0
2022,Altiplano,0-4,GP,In-person,1411
2022,Altiplano,0-4,GP,In-person,9509
2022,Altiplano,0-4,GP,Remote,939
2022,Altiplano,0-4,GP,Remote,986
2022,Altiplano,0-4,Nurse,Home,1
2022,Altiplano,0-4,Nurse,Home,2
2022,Altiplano,0-4,Nurse,In-person,5313
2022,Altiplano,0-4,Nurse,In-person,4921
2022,Altiplano,0-4,Nurse,Remote,1210
2022,Altiplano,0-4,Nurse,Remote,1080
2022,Altiplano,0-4,Pediatrician,Home,0
2022,Altiplano,0-4,Pediatrician,Home,0
2022,Altiplano,0-4,Pediatrician,In-person,9490
2022,Altiplano,0-4,Pediatrician,In-person,8201
2022,Altiplano,0-4,Pediatrician,Remote,3501
2022,Altiplano,0-4,Pediatrician,Remote,3223
2022,Altiplano,10-14,GP,Home,1
2022,Altiplano,10-14,GP,Home,0
2022,Altiplano,10-14,GP,In-person,1060
2022,Altiplano,10-14,GP,In-person,4907
2022,Altiplano,10-14,GP,Remote,529
2022,Altiplano,10-14,GP,Remote,611
2022,Altiplano,10-14,Nurse,Home,13
2022,Altiplano,10-14,Nurse,Home,16
2022,Altiplano,10-14,Nurse,In-person,2842
2022,Altiplano,10-14,Nurse,In-person,2330
2022,Altiplano,10-14,Nurse,Remote,889
2022,Altiplano,10-14,Nurse,Remote,785
2022,Altiplano,10-14,Pediatrician,Home,0
2022,Altiplano,10-14,Pediatrician,Home,0
2022,Altiplano,10-14,Pediatrician,In-person,4294
2022,Altiplano,10-14,Pediatrician,In-person,3762
2022,Altiplano,10-14,Pediatrician,Remote,1972
2022,Altiplano,10-14,Pediatrician,Remote,1857
2022,Altiplano,15-19,GP,Home,0
2022,Altiplano,15-19,GP,Home,1
2022,Altiplano,15-19,GP,In-person,3636
2022,Altiplano,15-19,GP,In-person,4830
2022,Altiplano,15-19,GP,Remote,942
2022,Altiplano,15-19,GP,Remote,1790
2022,Altiplano,15-19,Nurse,Home,14
2022,Altiplano,15-19,Nurse,Home,12
2022,Altiplano,15-19,Nurse,In-person,1843
2022,Altiplano,15-19,Nurse,In-person,1858
2022,Altiplano,15-19,Nurse,Remote,509
2022,Altiplano,15-19,Nurse,Remote,525
2022,Altiplano,15-19,Pediatrician,Home,0
2022,Altiplano,15-19,Pediatrician,In-person,0
2022,Altiplano,15-19,Pediatrician,Remote,0
2022,Altiplano,20-24,GP,Home,2
2022,Altiplano,20-24,GP,Home,1
2022,Altiplano,20-24,GP,In-person,3978
2022,Altiplano,20-24,GP,In-person,5237
2022,Altiplano,20-24,GP,Remote,1199
2022,Altiplano,20-24,GP,Remote,2694
2022,Altiplano,20-24,Nurse,Home,10
2022,Altiplano,20-24,Nurse,Home,3
2022,Altiplano,20-24,Nurse,In-person,1725
2022,Altiplano,20-24,Nurse,In-person,1987
2022,Altiplano,20-24,Nurse,Remote,452
2022,Altiplano,20-24,Nurse,Remote,561
2022,Altiplano,20-24,Pediatrician,Home,0
2022,Altiplano,20-24,Pediatrician,In-person,0
2022,Altiplano,20-24,Pediatrician,Remote,0
2022,Altiplano,25-29,GP,Home,1
2022,Altiplano,25-29,GP,Home,1
2022,Altiplano,25-29,GP,In-person,3885
2022,Altiplano,25-29,GP,In-person,5577
2022,Altiplano,25-29,GP,Remote,1234
2022,Altiplano,25-29,GP,Remote,3210
2022,Altiplano,25-29,Nurse,Home,18
2022,Altiplano,25-29,Nurse,Home,8
2022,Altiplano,25-29,Nurse,In-person,1629
2022,Altiplano,25-29,Nurse,In-person,1774
2022,Altiplano,25-29,Nurse,Remote,427
2022,Altiplano,25-29,Nurse,Remote,557
2022,Altiplano,25-29,Pediatrician,Home,0
2022,Altiplano,25-29,Pediatrician,In-person,0
2022,Altiplano,25-29,Pediatrician,Remote,0
2022,Altiplano,30-34,GP,Home,4
2022,Altiplano,30-34,GP,Home,4
2022,Altiplano,30-34,GP,In-person,4197
2022,Altiplano,30-34,GP,In-person,6304
2022,Altiplano,30-34,GP,Remote,1430
2022,Altiplano,30-34,GP,Remote,3771
2022,Altiplano,30-34,Nurse,Home,30
2022,Altiplano,30-34,Nurse,Home,5
2022,Altiplano,30-34,Nurse,In-person,1774
2022,Altiplano,30-34,Nurse,In-person,2222
2022,Altiplano,30-34,Nurse,Remote,546
2022,Altiplano,30-34,Nurse,Remote,676
2022,Altiplano,30-34,Pediatrician,Home,0
2022,Altiplano,30-34,Pediatrician,In-person,0
2022,Altiplano,30-34,Pediatrician,Remote,0
2022,Altiplano,35-39,GP,Home,2
2022,Altiplano,35-39,GP,Home,2
