resource,time,server,queue,capacity,queue_size,system,limit,replication
17_Nurse,93.26817237239558,3,0,11,Inf,3,Inf,1
81_GP,93.27253370080143,1,6,1,Inf,7,Inf,1
133_GP,93.28826785069433,6,23,6,Inf,29,Inf,1
162_GP,93.29111710775128,13,37,13,Inf,50,Inf,1
133_Nurse,93.29910643354361,2,0,8,Inf,2,Inf,1
144_Nurse,93.31018407829106,6,0,10,Inf,6,Inf,1
38_GP,93.31654514651746,6,16,6,Inf,22,Inf,1
19_Pediatrician,93.32505784939512,2,4,2,Inf,6,Inf,1
250_Nurse,93.335601557046175,4,0,13,Inf,4,Inf,1
118_GP,93.33961366374832,2,10,2,Inf,12,Inf,1
244_GP,93.34416893776506,11,42,11,Inf,53,Inf,1
96_GP,93.34418145474046,9,32,9,Inf,41,Inf,1
275_GP,93.34577355533838,1,0,1,Inf,1,Inf,1
112_Nurse,93.34629917051643,3,0,11,Inf,3,Inf,1
38_GP,93.34841972216964,6,17,6,Inf,23,Inf,1
20_GP,93.3512651538185,10,22,10,Inf,32,Inf,1
170_GP,93.36292052532352,8,22,8,Inf,30,Inf,1
272_GP,93.37538783904165,4,11,4,Inf,15,Inf,1
35_GP,93.38254639106522,8,20,8,Inf,28,Inf,1
76_GP,93.39515028521419,2,6,2,Inf,8,Inf,1
272_Nurse,93.40541849622191,4,0,5,Inf,4,Inf,1
19_GP,93.40581440595567,7,44,7,Inf,51,Inf,1
15_Nurse,93.41336629819125,3,0,5,Inf,3,Inf,1
35_GP,93.41773589607328,8,21,8,Inf,29,Inf,1
160_GP,93.42319388408214,6,9,6,Inf,15,Inf,1
32_GP,93.4264913467814,7,9,7,Inf,16,Inf,1
29_GP,93.42655717159715,4,9,4,Inf,13,Inf,1
215_GP,93.43067698180676,4,5,4,Inf,9,Inf,1
157_GP,93.43108153436333,6,18,6,Inf,24,Inf,1
17_Nurse,93.43597997445613,4,0,11,Inf,4,Inf,1
276_Nurse,93.44299397896975,3,0,9,Inf,3,Inf,1
236_GP,93.46320252609958,9,32,9,Inf,41,Inf,1
8_GP,93.46918213181198,6,23,6,Inf,29,Inf,1
170_Pediatrician,93.47592621993478,2,2,2,Inf,4,Inf,1
33_GP,93.4760606466294,11,37,11,Inf,48,Inf,1
113_GP,93.47671343944967,2,7,2,Inf,9,Inf,1
144_GP,93.48705753748465,7,22,7,Inf,29,Inf,1
109_GP,93.49018205459868,1,2,1,Inf,3,Inf,1
244_GP,93.52131874378115,11,41,11,Inf,52,Inf,1
19_Pediatrician,93.52673870511353,2,5,2,Inf,7,Inf,1
235_GP,93.5422081220895,8,29,8,Inf,37,Inf,1
113_GP,93.55314805638045,2,8,2,Inf,10,Inf,1
162_GP,93.5550220352178,13,36,13,Inf,49,Inf,1
42_Nurse,93.56281311716884,7,3,7,Inf,10,Inf,1
32_Nurse,93.56772769242525,3,0,11,Inf,3,Inf,1
96_Nurse,93.56929078665503,5,0,12,Inf,5,Inf,1
274_Nurse,93.57722749922293,2,0,12,Inf,2,Inf,1
273_GP,93.5788116697222,5,28,5,Inf,33,Inf,1
126_Nurse,93.58077820390463,4,0,7,Inf,4,Inf,1
133_GP,93.60301958574523,6,22,6,Inf,28,Inf,1
72_GP,93.61015310045332,1,6,1,Inf,7,Inf,1
36_Nurse,93.6234590924928,3,0,9,Inf,3,Inf,1
236_Nurse,93.62457138486207,5,0,13,Inf,5,Inf,1
30_GP,93.62464687786996,10,34,10,Inf,44,Inf,1
198_Pediatrician,93.62990283407271,1,2,1,Inf,3,Inf,1
187_GP,93.63272198941559,1,1,1,Inf,2,Inf,1
21_GP,93.63356043118984,6,23,6,Inf,29,Inf,1
4_Pediatrician,93.63413514637874,1,0,2,Inf,1,Inf,1
244_GP,93.63710117060691,11,42,11,Inf,53,Inf,1
191_GP,93.63982801325619,1,2,1,Inf,3,Inf,1
235_Nurse,93.6441676877439,5,0,10,Inf,5,Inf,1
187_GP,93.65465202368796,1,2,1,Inf,3,Inf,1
146_Nurse,93.6549561470747,2,0,4,Inf,2,Inf,1
247_GP,93.65599006880075,1,0,1,Inf,1,Inf,1
82_Nurse,93.657654288104,1,0,4,Inf,1,Inf,1
133_Nurse,93.65946910344064,3,0,8,Inf,3,Inf,1
148_GP,93.66573740588167,1,0,1,Inf,1,Inf,1
276_GP,93.670859237645,6,5,6,Inf,11,Inf,1
144_GP,93.67549679707736,7,23,7,Inf,30,Inf,1
274_GP,93.67792994981036,7,14,7,Inf,21,Inf,1
40_GP,93.68549649138004,6,21,6,Inf,27,Inf,1
265_GP,93.7042511254549,8,39,8,Inf,47,Inf,1
30_GP,93.719607372774135,10,33,10,Inf,43,Inf,1
244_Nurse,93.72087630999062,3,0,18,Inf,3,Inf,1
19_GP,93.7210314513907,7,43,7,Inf,50,Inf,1
33_GP,93.72300077229738,11,38,11,Inf,49,Inf,1
86_Pediatrician,93.72788376174867,1,1,1,Inf,2,Inf,1
244_GP,93.72962193178742,11,41,11,Inf,52,Inf,1
19_Pediatrician,93.73475118507076,2,4,2,Inf,6,Inf,1
38_Pediatrician,93.74057311142178,3,7,3,Inf,10,Inf,1
111_GP,93.74444655608386,4,6,4,Inf,10,Inf,1
160_GP,93.74925986593763,6,8,6,Inf,14,Inf,1
226_Pediatrician,93.76004385607698,2,0,2,Inf,2,Inf,1
151_Nurse,93.76763933803886,6,0,10,Inf,6,Inf,1
21_GP,93.77337142825127,6,24,6,Inf,30,Inf,1
198_Pediatrician,93.77919404185492,1,1,1,Inf,2,Inf,1
99_Pediatrician,93.79153100702409,2,0,2,Inf,2,Inf,1
145_GP,93.81038940511644,3,13,3,Inf,16,Inf,1
136_GP,93.8154581742278,0,0,1,Inf,0,Inf,1
221_GP,93.8204751036653,3,3,3,Inf,6,Inf,1
20_Nurse,93.82094522472471,4,0,14,Inf,4,Inf,1
2_Nurse,93.82334848400205,1,0,4,Inf,1,Inf,1
19_GP,93.82395340595394,7,44,7,Inf,51,Inf,1
126_GP,93.82474676705897,5,28,5,Inf,33,Inf,1
42_Nurse,93.82707017940015,7,2,7,Inf,9,Inf,1
151_GP,93.85073572397232,7,13,7,Inf,20,Inf,1
19_GP,93.85128286284251,7,43,7,Inf,50,Inf,1
272_GP,93.85631027631462,4,12,4,Inf,16,Inf,1
250_GP,93.85832717176527,8,25,8,Inf,33,Inf,1
8_GP,93.85874945755025,6,22,6,Inf,28,Inf,1
17_GP,93.8781562121585,7,16,7,Inf,23,Inf,1
160_GP,93.88070185203105,6,9,6,Inf,15,Inf,1
227_GP,93.88241714869952,3,6,3,Inf,9,Inf,1
143_Nurse,93.89133970481018,0,0,4,Inf,0,Inf,1
159_GP,93.89620901551098,12,53,12,Inf,65,Inf,1
8_GP,93.90971935144766,6,21,6,Inf,27,Inf,1
55_GP,93.91583837103099,2,8,2,Inf,10,Inf,1
35_GP,93.92431989410606,8,20,8,Inf,28,Inf,1
221_GP,93.92975374821245,3,2,3,Inf,5,Inf,1
159_GP,93.9299788987613,12,52,12,Inf,64,Inf,1
142_GP,93.9320857354087,9,13,9,Inf,22,Inf,1
17_GP,93.9327255019068,7,15,7,Inf,22,Inf,1
35_GP,93.93595980014652,8,21,8,Inf,29,Inf,1
170_GP,93.93898293992959,8,21,8,Inf,29,Inf,1
2_GP,93.94171301275492,8,25,8,Inf,33,Inf,1
42_Nurse,93.94332765914127,7,1,7,Inf,8,Inf,1
30_GP,93.95655595857315,10,32,10,Inf,42,Inf,1
117_Nurse,93.96327320951968,3,0,5,Inf,3,Inf,1
144_GP,93.96491616033018,7,24,7,Inf,31,Inf,1
95_Nurse,93.97350701037794,5,0,11,Inf,5,Inf,1
41_GP,93.98760044015944,8,23,8,Inf,31,Inf,1
95_GP,93.9964337862598,8,25,8,Inf,33,Inf,1
42_Nurse,93.99903342593461,7,2,7,Inf,9,Inf,1
235_Pediatrician,94.00192787835056,2,4,2,Inf,6,Inf,1
151_GP,94.00320764165372,7,14,7,Inf,21,Inf,1
16_GP,94.00657324120402,12,19,12,Inf,31,Inf,1
244_GP,94.00708966422826,11,42,11,Inf,53,Inf,1
112_Nurse,94.0076078321197,2,0,11,Inf,2,Inf,1
277_GP,94.0092550772024,2,11,2,Inf,13,Inf,1
117_Pediatrician,94.01116360700573,1,3,1,Inf,4,Inf,1
32_GP,94.0173719683662,7,10,7,Inf,17,Inf,1
201_GP,94.01841752696782,2,17,2,Inf,19,Inf,1
164_GP,94.02652965345635,2,2,2,Inf,4,Inf,1
76_Nurse,94.03625641098844,0,0,2,Inf,0,Inf,1
45_Nurse,94.04474933166057,2,0,5,Inf,2,Inf,1
96_GP,94.04703566131036,9,31,9,Inf,40,Inf,1
19_GP,94.0622063074261,7,44,7,Inf,51,Inf,1
17_Nurse,94.06548353927404,3,0,11,Inf,3,Inf,1
126_GP,94.06746857946777,5,27,5,Inf,32,Inf,1
41_GP,94.08474830444902,8,24,8,Inf,32,Inf,1
271_Nurse,94.10023884382099,3,1,3,Inf,4,Inf,1
21_Nurse,94.10490125849496,1,0,7,Inf,1,Inf,1
96_GP,94.11564264446497,9,32,9,Inf,41,Inf,1
33_Nurse,94.12008838773363,6,0,17,Inf,6,Inf,1
99_GP,94.12403825714728,9,29,9,Inf,38,Inf,1
82_GP,94.12724490277469,1,9,1,Inf,10,Inf,1
244_GP,94.13115068804473,11,43,11,Inf,54,Inf,1
112_GP,94.13128504995257,8,34,8,Inf,42,Inf,1
159_Nurse,94.13443224277206,6,0,17,Inf,6,Inf,1
22_GP,94.13495839107782,11,33,11,Inf,44,Inf,1
17_Pediatrician,94.13988978769198,2,0,2,Inf,2,Inf,1
12_Pediatrician,94.14490358960109,1,0,1,Inf,1,Inf,1
144_GP,94.14628710964325,7,23,7,Inf,30,Inf,1
122_GP,94.16028521955013,1,5,1,Inf,6,Inf,1
142_GP,94.17185904500803,9,12,9,Inf,21,Inf,1
274_Pediatrician,94.17299460219292,1,0,3,Inf,1,Inf,1
142_Nurse,94.1731729125604,4,0,12,Inf,4,Inf,1
24_GP,94.18612585067783,3,3,3,Inf,6,Inf,1
157_Pediatrician,94.19310357784644,1,0,2,Inf,1,Inf,1
126_GP,94.19368758661233,5,26,5,Inf,31,Inf,1
21_Nurse,94.19515086337924,2,0,7,Inf,2,Inf,1
142_Nurse,94.20135693624616,5,0,12,Inf,5,Inf,1
250_GP,94.20203843834318,8,24,8,Inf,32,Inf,1
12_GP,94.20808422379196,6,2,6,Inf,8,Inf,1
19_GP,94.21005553863101,7,43,7,Inf,50,Inf,1
98_GP,94.21105773281198,1,0,1,Inf,1,Inf,1
250_GP,94.23183195758611,8,25,8,Inf,33,Inf,1
112_Pediatrician,94.23629611730576,2,4,2,Inf,6,Inf,1
15_Pediatrician,94.23987978603691,1,1,1,Inf,2,Inf,1
274_Nurse,94.24098646268249,3,0,12,Inf,3,Inf,1
158_GP,94.24142338335514,2,9,2,Inf,11,Inf,1
244_Pediatrician,94.24499697251709,4,0,4,Inf,4,Inf,1
33_GP,94.26144637588845,11,37,11,Inf,48,Inf,1
2_GP,94.26712200284759,8,24,8,Inf,32,Inf,1
151_GP,94.27548393141478,7,15,7,Inf,22,Inf,1
265_GP,94.27844566293061,8,40,8,Inf,48,Inf,1
14_Nurse,94.27867799406242,4,0,8,Inf,4,Inf,1
235_GP,94.2931259984641,8,28,8,Inf,36,Inf,1
146_GP,94.29824289428923,4,15,4,Inf,19,Inf,1
96_GP,94.30281494278461,9,33,9,Inf,42,Inf,1
162_Pediatrician,94.30602307058943,3,1,3,Inf,4,Inf,1
99_GP,94.31097202983446,9,28,9,Inf,37,Inf,1
142_GP,94.33693578098372,9,11,9,Inf,20,Inf,1
35_GP,94.34446319182926,8,20,8,Inf,28,Inf,1
272_GP,94.35563620941063,4,11,4,Inf,15,Inf,1
20_GP,94.3567457003519,10,23,10,Inf,33,Inf,1
235_GP,94.35699246131627,8,27,8,Inf,35,Inf,1
11_GP,94.36299511857636,3,12,3,Inf,15,Inf,1
99_Nurse,94.36815664824888,8,0,12,Inf,8,Inf,1
274_Pediatrician,94.37519044149667,2,0,3,Inf,2,Inf,1
250_Pediatrician,94.3792402620017,1,0,2,Inf,1,Inf,1
145_GP,94.38914911821485,3,14,3,Inf,17,Inf,1
199_Nurse,94.40087538189205,0,0,3,Inf,0,Inf,1
102_GP,94.41238443832844,2,6,2,Inf,8,Inf,1
9_Nurse,94.41280571278185,4,0,9,Inf,4,Inf,1
193_GP,94.41922457423061,1,2,1,Inf,3,Inf,1
151_GP,94.43437670885723,7,14,7,Inf,21,Inf,1
154_GP,94.43755959626287,3,9,3,Inf,12,Inf,1
158_GP,94.44073511562863,2,8,2,Inf,10,Inf,1
196_GP,94.45832017343491,2,3,2,Inf,5,Inf,1
243_GP,94.4621907374048,0,0,1,Inf,0,Inf,1
66_GP,94.46403030747385,3,10,3,Inf,13,Inf,1
144_Pediatrician,94.46911590148315,0,0,3,Inf,0,Inf,1
42_GP,94.4938382646069,6,29,6,Inf,35,Inf,1
159_Nurse,94.49733305924087,5,0,17,Inf,5,Inf,1
8_Nurse,94.5041345062137,3,0,13,Inf,3,Inf,1
55_GP,94.50440877869877,2,7,2,Inf,9,Inf,1
96_GP,94.50604864162115,9,32,9,Inf,41,Inf,1
16_GP,94.5131858723569,12,18,12,Inf,30,Inf,1
79_Nurse,94.51946772008402,0,0,2,Inf,0,Inf,1
22_GP,94.5308073470369,11,34,11,Inf,45,Inf,1
140_GP,94.5312448896765,4,16,4,Inf,20,Inf,1
32_Nurse,94.53182998095215,2,0,11,Inf,2,Inf,1
236_GP,94.53463402111083,9,33,9,Inf,42,Inf,1
124_GP,94.53552990924202,1,2,1,Inf,3,Inf,1
22_GP,94.53836799133569,11,35,11,Inf,46,Inf,1
4_GP,94.53982895705849,9,36,9,Inf,45,Inf,1
276_Nurse,94.54226455463584,2,0,9,Inf,2,Inf,1
76_Pediatrician,94.54577054342123,0,0,1,Inf,0,Inf,1
33_GP,94.54895872157067,11,38,11,Inf,49,Inf,1
19_Nurse,94.55137244425714,6,0,13,Inf,6,Inf,1
30_GP,94.55292249564081,10,33,10,Inf,43,Inf,1
95_Nurse,94.582067001611,6,0,11,Inf,6,Inf,1
162_Nurse,94.58501905202866,7,0,16,Inf,7,Inf,1
174_GP,94.59961159620434,11,41,11,Inf,52,Inf,1
8_Nurse,94.60038172476823,2,0,13,Inf,2,Inf,1
4_GP,94.61659890625211,9,35,9,Inf,44,Inf,1
185_Nurse,94.61770737298671,0,0,2,Inf,0,Inf,1
144_GP,94.61992967873812,7,24,7,Inf,31,Inf,1
95_GP,94.62407524231821,8,26,8,Inf,34,Inf,1
144_Nurse,94.6246689718399,5,0,10,Inf,5,Inf,1
269_GP,94.63072918821126,3,6,3,Inf,9,Inf,1
95_Nurse,94.63628416792669,5,0,11,Inf,5,Inf,1
103_GP,94.63897557023958,2,7,2,Inf,9,Inf,1
142_GP,94.64958914089948,9,12,9,Inf,21,Inf,1
95_GP,94.65621252489862,8,25,8,Inf,33,Inf,1
144_Nurse,94.66197132838154,4,0,10,Inf,4,Inf,1
15_Nurse,94.66556617990136,4,0,5,Inf,4,Inf,1
162_Pediatrician,94.67436988173327,3,0,3,Inf,3,Inf,1
227_GP,94.67717401217669,3,7,3,Inf,10,Inf,1
12_GP,94.67883751361498,6,1,6,Inf,7,Inf,1
99_GP,94.68762989155948,9,29,9,Inf,38,Inf,1
8_Pediatrician,94.69289407661998,0,0,2,Inf,0,Inf,1
30_GP,94.69581961166114,10,34,10,Inf,44,Inf,1
269_GP,94.69752493936495,3,5,3,Inf,8,Inf,1
143_GP,94.70225102858544,3,4,3,Inf,7,Inf,1
32_GP,94.70289652819814,7,9,7,Inf,16,Inf,1
154_Pediatrician,94.70560259886894,1,1,1,Inf,2,Inf,1
21_GP,94.71563442565146,6,23,6,Inf,29,Inf,1
265_Pediatrician,94.71947151236236,2,5,2,Inf,7,Inf,1
174_Nurse,94.71954460291306,3,0,14,Inf,3,Inf,1
185_GP,94.72343274392188,3,3,3,Inf,6,Inf,1
236_Nurse,94.73005728229943,4,0,13,Inf,4,Inf,1
19_GP,94.73279329016805,7,44,7,Inf,51,Inf,1
142_GP,94.73515479359776,9,13,9,Inf,22,Inf,1
251_GP,94.7355966415045,0,0,1,Inf,0,Inf,1
112_GP,94.7425062675029,8,35,8,Inf,43,Inf,1
246_Nurse,94.75309147207852,0,0,2,Inf,0,Inf,1
266_GP,94.75577406585217,2,7,2,Inf,9,Inf,1
250_GP,94.76101036649197,8,26,8,Inf,34,Inf,1
15_GP,94.76320809275288,2,4,2,Inf,6,Inf,1
174_Pediatrician,94.76870252598964,2,0,3,Inf,2,Inf,1
99_GP,94.79102165402855,9,28,9,Inf,37,Inf,1
140_GP,94.79622824583203,4,17,4,Inf,21,Inf,1
19_GP,94.79968048632145,7,45,7,Inf,52,Inf,1
142_GP,94.8017497966066,9,14,9,Inf,23,Inf,1
157_Nurse,94.82592535670847,3,0,9,Inf,3,Inf,1
66_GP,94.83208396674277,3,9,3,Inf,12,Inf,1
235_GP,94.83484800439328,8,28,8,Inf,36,Inf,1
250_Nurse,94.83540853019804,5,0,13,Inf,5,Inf,1
145_Pediatrician,94.83665680512786,1,4,1,Inf,5,Inf,1
10_Nurse,94.83737711794674,2,0,9,Inf,2,Inf,1
226_GP,94.83836605679244,6,46,6,Inf,52,Inf,1
29_Nurse,94.83919430549078,1,0,7,Inf,1,Inf,1
94_GP,94.84098552726209,2,9,2,Inf,11,Inf,1
42_GP,94.84373779501766,6,30,6,Inf,36,Inf,1
23_Pediatrician,94.84386661141745,0,0,2,Inf,0,Inf,1
271_GP,94.84742541325127,2,3,2,Inf,5,Inf,1
23_GP,94.84794017393142,6,34,6,Inf,40,Inf,1
174_Nurse,94.85220787581056,4,0,14,Inf,4,Inf,1
30_GP,94.86322516109794,10,35,10,Inf,45,Inf,1
16_Nurse,94.86807548906654,6,0,15,Inf,6,Inf,1
213_Pediatrician,94.87223523203284,1,2,1,Inf,3,Inf,1
22_GP,94.87230182625353,11,36,11,Inf,47,Inf,1
265_GP,94.8751161993858,8,39,8,Inf,47,Inf,1
134_GP,94.87888497300446,6,18,6,Inf,24,Inf,1
103_GP,94.88157641608268,2,8,2,Inf,10,Inf,1
272_Nurse,94.88429426215589,5,0,5,Inf,5,Inf,1
160_GP,94.89047663710048,6,8,6,Inf,14,Inf,1
48_Pediatrician,94.89690662171705,1,0,1,Inf,1,Inf,1
1_Nurse,94.90774559788406,2,0,2,Inf,2,Inf,1
165_Nurse,94.91009869147092,1,0,2,Inf,1,Inf,1
139_GP,94.91031413632612,9,31,9,Inf,40,Inf,1
167_Pediatrician,94.91092815099285,0,0,1,Inf,0,Inf,1
11_Nurse,94.93790947059918,2,0,4,Inf,2,Inf,1
108_GP,94.94038891876356,0,0,1,Inf,0,Inf,1
41_GP,94.9467560229823,8,25,8,Inf,33,Inf,1
96_Nurse,94.94805104099214,6,0,12,Inf,6,Inf,1
195_GP,94.9493331508711,1,2,1,Inf,3,Inf,1
5_GP,94.95007388113235,3,2,3,Inf,5,Inf,1
174_GP,94.95131095237406,11,40,11,Inf,51,Inf,1
41_Nurse,94.95150821773325,5,0,9,Inf,5,Inf,1
235_Pediatrician,94.9568836743382,2,3,2,Inf,5,Inf,1
115_GP,94.96808122192034,0,0,1,Inf,0,Inf,1
118_GP,94.96875734534115,2,11,2,Inf,13,Inf,1
142_GP,94.97363544534892,9,15,9,Inf,24,Inf,1
33_GP,94.97538791969419,11,39,11,Inf,50,Inf,1
17_GP,94.97648858205409,7,14,7,Inf,21,Inf,1
112_GP,94.97899838257581,8,36,8,Inf,44,Inf,1
118_Nurse,94.98038473539054,1,0,2,Inf,1,Inf,1
148_GP,94.98513042926788,1,1,1,Inf,2,Inf,1
99_GP,94.98729919083416,9,29,9,Inf,38,Inf,1
250_GP,94.99092305079103,8,27,8,Inf,35,Inf,1
5_Nurse,94.99187717679888,3,0,5,Inf,3,Inf,1
103_GP,95.00998873023718,2,7,2,Inf,9,Inf,1
179_GP,95.02389227505773,1,0,1,Inf,1,Inf,1
19_GP,95.02570547629148,7,46,7,Inf,53,Inf,1
274_GP,95.03559584263712,7,15,7,Inf,22,Inf,1
99_GP,95.03741041291505,9,30,9,Inf,39,Inf,1
33_Pediatrician,95.0537702953443,2,1,2,Inf,3,Inf,1
9_GP,95.056526626488,6,24,6,Inf,30,Inf,1
146_GP,95.06210525707677,4,14,4,Inf,18,Inf,1
134_GP,95.06642857566476,6,19,6,Inf,25,Inf,1
134_GP,95.06787281949073,6,20,6,Inf,26,Inf,1
116_GP,95.07063098588439,3,6,3,Inf,9,Inf,1
265_GP,95.07451540619,8,38,8,Inf,46,Inf,1
250_Nurse,95.07567604272711,4,0,13,Inf,4,Inf,1
145_GP,95.09095304645598,3,15,3,Inf,18,Inf,1
201_GP,95.09178851642189,2,16,2,Inf,18,Inf,1
82_Nurse,95.09231517180879,0,0,4,Inf,0,Inf,1
227_GP,95.10297110304236,3,8,3,Inf,11,Inf,1
112_Nurse,95.1037558587268,3,0,11,Inf,3,Inf,1
16_Nurse,95.10618441586176,5,0,15,Inf,5,Inf,1
21_GP,95.11165954638273,6,24,6,Inf,30,Inf,1
103_Pediatrician,95.13013810200668,1,0,1,Inf,1,Inf,1
133_GP,95.13973913155496,6,23,6,Inf,29,Inf,1
164_GP,95.14955420047045,2,3,2,Inf,5,Inf,1
151_GP,95.14991594597134,7,13,7,Inf,20,Inf,1
102_Nurse,95.15292674303055,1,0,3,Inf,1,Inf,1
134_Nurse,95.17504521645606,1,0,9,Inf,1,Inf,1
172_GP,95.17744515091181,1,1,1,Inf,2,Inf,1
36_GP,95.1906212233007,5,20,5,Inf,25,Inf,1
35_Nurse,95.19316696096212,4,0,13,Inf,4,Inf,1
257_GP,95.19767160527408,2,4,2,Inf,6,Inf,1
133_GP,95.19893619546855,6,22,6,Inf,28,Inf,1
40_Nurse,95.20775483430991,4,0,14,Inf,4,Inf,1
159_GP,95.20987551895558,12,51,12,Inf,63,Inf,1
10_GP,95.21529043508903,5,23,5,Inf,28,Inf,1
213_GP,95.217743944376707,3,8,3,Inf,11,Inf,1
126_GP,95.21817450877279,5,27,5,Inf,32,Inf,1
266_GP,95.22541225422174,2,8,2,Inf,10,Inf,1
139_GP,95.22775920305982,9,30,9,Inf,39,Inf,1
146_Nurse,95.23230597842485,3,0,4,Inf,3,Inf,1
29_GP,95.23530066478997,4,10,4,Inf,14,Inf,1
159_GP,95.23531512087949,12,50,12,Inf,62,Inf,1
16_GP,95.24534178926656,12,17,12,Inf,29,Inf,1
144_GP,95.25060979596894,7,23,7,Inf,30,Inf,1
35_GP,95.25102951563895,8,21,8,Inf,29,Inf,1
142_GP,95.25122509337962,9,16,9,Inf,25,Inf,1
122_Nurse,95.25297590531409,1,0,2,Inf,1,Inf,1
236_GP,95.25832466315478,9,34,9,Inf,43,Inf,1
145_Nurse,95.26477999985218,1,0,4,Inf,1,Inf,1
40_GP,95.26872763875872,6,22,6,Inf,28,Inf,1
21_GP,95.28929469175637,6,25,6,Inf,31,Inf,1
23_GP,95.30190652236342,6,35,6,Inf,41,Inf,1
96_Nurse,95.30675391666591,7,0,12,Inf,7,Inf,1
8_GP,95.31214519268534,6,20,6,Inf,26,Inf,1
121_GP,95.31802894940725,3,16,3,Inf,19,Inf,1
236_GP,95.33846486738634,9,33,9,Inf,42,Inf,1
96_Nurse,95.34365658071044,6,0,12,Inf,6,Inf,1
65_Nurse,95.3557808144177,0,0,3,Inf,0,Inf,1
82_GP,95.35696984944477,1,8,1,Inf,9,Inf,1
32_GP,95.36318824342021,7,8,7,Inf,15,Inf,1
235_GP,95.37790643559444,8,27,8,Inf,35,Inf,1
199_Pediatrician,95.38600309286267,1,1,1,Inf,2,Inf,1
106_GP,95.39357929895597,0,0,1,Inf,0,Inf,1
16_GP,95.41090060492732,12,16,12,Inf,28,Inf,1
19_GP,95.4328016191721,7,47,7,Inf,54,Inf,1
236_GP,95.43512009549886,9,34,9,Inf,43,Inf,1
116_Pediatrician,95.44550243765116,1,0,1,Inf,1,Inf,1
35_Nurse,95.4487778297152,3,0,13,Inf,3,Inf,1
276_GP,95.45013831462711,6,6,6,Inf,12,Inf,1
133_GP,95.45514158438891,6,23,6,Inf,29,Inf,1
33_Pediatrician,95.45859646517783,2,2,2,Inf,4,Inf,1
2_GP,95.46299804002047,8,25,8,Inf,33,Inf,1
33_GP,95.46784523874521,11,40,11,Inf,51,Inf,1
139_Nurse,95.4744807905728,8,0,12,Inf,8,Inf,1
174_GP,95.47783398069441,11,41,11,Inf,52,Inf,1
96_GP,95.48028046265244,9,33,9,Inf,42,Inf,1
276_Nurse,95.48572779167444,3,0,9,Inf,3,Inf,1
41_GP,95.48658321403308,8,24,8,Inf,32,Inf,1
19_GP,95.49212875775993,7,48,7,Inf,55,Inf,1
208_GP,95.50025692611814,3,14,3,Inf,17,Inf,1
17_GP,95.50282927854204,7,13,7,Inf,20,Inf,1
250_GP,95.50802078782081,8,26,8,Inf,34,Inf,1
154_Nurse,95.51009404007345,4,0,4,Inf,4,Inf,1
139_GP,95.5138471769169,9,31,9,Inf,40,Inf,1
95_Nurse,95.52219807258533,4,0,11,Inf,4,Inf,1
117_GP,95.5267712625504,3,10,3,Inf,13,Inf,1
35_GP,95.54048202931881,8,22,8,Inf,30,Inf,1
42_GP,95.55429064083161,6,29,6,Inf,35,Inf,1
131_GP,95.55983004916027,1,0,1,Inf,1,Inf,1
4_GP,95.56485938649338,9,34,9,Inf,43,Inf,1
272_Nurse,95.57777452836869,4,0,5,Inf,4,Inf,1
158_Nurse,95.58271478798017,1,0,2,Inf,1,Inf,1
127_GP,95.58454439021156,0,0,1,Inf,0,Inf,1
229_GP,95.59148957188188,1,0,2,Inf,1,Inf,1
141_GP,95.59442980311347,2,2,2,Inf,4,Inf,1
174_GP,95.60280717909336,11,42,11,Inf,53,Inf,1
151_Pediatrician,95.60405085794628,2,2,2,Inf,4,Inf,1
30_GP,95.60453745536506,10,36,10,Inf,46,Inf,1
201_GP,95.60642072200312,2,15,2,Inf,17,Inf,1
273_GP,95.613298555837,5,27,5,Inf,32,Inf,1
232_GP,95.61359388399089,1,5,1,Inf,6,Inf,1
226_GP,95.6137925063921,6,45,6,Inf,51,Inf,1
95_GP,95.6155341072008,8,26,8,Inf,34,Inf,1
141_GP,95.61833155341446,2,3,2,Inf,5,Inf,1
2_GP,95.61904736794531,8,26,8,Inf,34,Inf,1
157_Pediatrician,95.62113496474922,2,0,2,Inf,2,Inf,1
19_Nurse,95.63450896181166,7,0,13,Inf,7,Inf,1
16_GP,95.64707365818322,12,17,12,Inf,29,Inf,1
145_Pediatrician,95.6513823806448,1,3,1,Inf,4,Inf,1
186_GP,95.65213256981224,2,7,2,Inf,9,Inf,1
112_Nurse,95.65598460493888,2,0,11,Inf,2,Inf,1
17_GP,95.66160704009235,7,14,7,Inf,21,Inf,1
235_GP,95.68814118522526,8,26,8,Inf,34,Inf,1
160_Pediatrician,95.69207541178912,2,1,2,Inf,3,Inf,1
142_GP,95.69472930394113,9,17,9,Inf,26,Inf,1
99_Nurse,95.69753365606925,7,0,12,Inf,7,Inf,1
126_GP,95.71773345116526,5,28,5,Inf,33,Inf,1
42_GP,95.71931596044679,6,28,6,Inf,34,Inf,1
30_GP,95.73426338844001,10,37,10,Inf,47,Inf,1
133_GP,95.74161515846336,6,22,6,Inf,28,Inf,1
117_GP,95.74863485492868,3,9,3,Inf,12,Inf,1
8_GP,95.75142553076148,6,21,6,Inf,27,Inf,1
149_Pediatrician,95.75818326483748,0,0,1,Inf,0,Inf,1
142_GP,95.77716263737146,9,16,9,Inf,25,Inf,1
112_GP,95.77871957793832,8,37,8,Inf,45,Inf,1
